conversation_id,position,tweet_id,author_id,inbound,created_at,text
9,9,1928,AmericanAir,False,Tue Oct 31 23:51:47 +0000 2017,@116144 Fares sell in real time. We're sorry we weren't able to snag the lower fare for you.
9,10,1929,116144,True,Tue Oct 31 23:56:05 +0000 2017,@AmericanAir i don't think it changes within minutes. This is a scam
9,11,1930,116144,True,Wed Nov 01 00:27:21 +0000 2017,@AmericanAir finally booked and they honored lower fare....that was still available on line
9,12,1931,AmericanAir,False,Wed Nov 01 00:28:29 +0000 2017,@116144 We're glad our Reservations team was able to help.
9,13,1932,116144,True,Wed Nov 01 12:36:33 +0000 2017,"@AmericanAir Me too, but it shouldn't be this hard. Nearly 2 hours."
10,1,1941,116145,True,Sun Oct 29 17:02:38 +0000 2017,Look what @AmericanAir did to my bag. https://t.co/QUeBqf8JJf
10,2,1940,AmericanAir,False,Sun Oct 29 17:11:01 +0000 2017,@116145 We always want to take care of your bags. We're you able to file a claim with our Baggage team?
10,3,1939,116145,True,Sun Oct 29 17:12:55 +0000 2017,@AmericanAir No I was not able to
10,4,1938,AmericanAir,False,Sun Oct 29 17:16:31 +0000 2017,"@116145 Our team will need to assess the damage in person, please see an agent for assistance."
10,5,1937,116145,True,Mon Oct 30 14:42:59 +0000 2017,@AmericanAir I was long gone from the airport by then
10,6,1936,AmericanAir,False,Mon Oct 30 14:49:47 +0000 2017,@116145 An airport agent will be happy to take a look at your bag to assist with a claim but damage must be assessed in person.
10,7,1935,116145,True,Tue Oct 31 22:16:24 +0000 2017,@AmericanAir Well how much does that help me now?
10,8,1934,AmericanAir,False,Tue Oct 31 22:42:44 +0000 2017,@116145 We're sorry for your frustration. Any damage must be assessed in person within 24 hours of arrival by airport personnel.
11,1,1945,116146,True,Tue Oct 31 22:09:23 +0000 2017,Big thx 2 @AmericanAir 4 guacamole and margs of thx while the @116147 lounge upgrades are underway #nomnom https://t.co/PCW4Vdxbyf
11,2,1944,AmericanAir,False,Tue Oct 31 22:36:12 +0000 2017,@116146 We're happy when you're happy! That sure does look delicious.
12,1,3103,116415,True,Tue Oct 31 22:56:21 +0000 2017,"Yo @AmericanAir, I’m on flight 48 32C (DFW to Paris) and sitting next to THE loudest baby I’ve ever heard in my life. How about an upgrade?"
12,2,3102,116415,True,Tue Oct 31 22:57:02 +0000 2017,"@AmericanAir Like, this is really bad."
12,3,3091,116415,True,Tue Oct 31 22:58:37 +0000 2017,"@AmericanAir Oh, my god, she’s been going for ten minutes."
12,4,3088,AmericanAir,False,Tue Oct 31 22:58:58 +0000 2017,@116415 We always want everyone to be comfy. You can ask our crew about any available open seats.
12,5,3090,116415,True,Tue Oct 31 23:01:30 +0000 2017,"@AmericanAir Like, any?"
12,6,3094,AmericanAir,False,Tue Oct 31 23:03:40 +0000 2017,@116415 You'd have to speak with our crew and ask what is available. It would need to be in the same cabin and in the same type of seat.
12,7,3089,116415,True,Tue Oct 31 23:04:41 +0000 2017,"@AmericanAir Oh god, we’re in ascent and this baby just went full Chucky. Happy Halloween?"
12,8,3093,116415,True,Tue Oct 31 23:05:02 +0000 2017,"@AmericanAir Oh, wow. We are in ascent and this baby just went full Chucky. Happy Halloween?"
12,9,3092,116415,True,Tue Oct 31 23:06:48 +0000 2017,"@AmericanAir Okay, well, I’ll start this conversation back up after I buy WiFi in the air. Cya in a little bit."
12,10,3096,116415,True,Tue Oct 31 23:36:03 +0000 2017,@AmericanAir Bought a flight pass to tell you guys this baby is still Chucky possessed screaming. Only seats available in cabin are the ones around me.
12,11,3101,116415,True,Tue Oct 31 23:36:20 +0000 2017,"@AmericanAir #blessed, I guess."
12,12,3095,116415,True,Wed Nov 01 00:28:13 +0000 2017,"@AmericanAir I gotta admit, this baby has some commitment. #stillgoing"
12,13,3097,116415,True,Wed Nov 01 01:20:51 +0000 2017,@AmericanAir #stillgoing
12,14,3098,116415,True,Wed Nov 01 03:07:22 +0000 2017,@AmericanAir Should have brought earplugs and ambien. #stillgoing
12,15,3100,116415,True,Wed Nov 01 07:09:41 +0000 2017,"@116416 @AmericanAir The entire flight, dude."
13,1,3105,116417,True,Tue Oct 31 22:53:35 +0000 2017,@AmericanAir - I give you grief when things go poorly.  Here’s some credit: The guacamole in the Admirals Club is an outstanding addition. https://t.co/kfjAW6FMTf
13,2,3104,AmericanAir,False,Tue Oct 31 22:56:33 +0000 2017,"@116417 Oh my, that #guac looks delish! Thanks for always sharing the good and the bad, Kevin. #yummy"
14,1,3109,116418,True,Tue Oct 31 22:02:41 +0000 2017,"@AmericanAir Despite flying w/ same from EWR, forced @ MIA to check guitar &amp; charged $25. Not @ gate, B4 security. Flt not full. WHY?"
14,2,3108,AmericanAir,False,Tue Oct 31 22:45:53 +0000 2017,@116418 Your guitar must fit underneath the seat in front of you or in an overhead bin. Please see details here: https://t.co/AqqDo7qAE3.
14,3,3107,116418,True,Tue Oct 31 22:51:34 +0000 2017,"@AmericanAir I'm aware. Fits in overhead.This was a return trip. Had same luggage going. This was pre-security. Gate chck, ok, but Empty overheads on flt"
14,4,3106,AmericanAir,False,Tue Oct 31 22:55:03 +0000 2017,@116418 We'd like to share this feedback. Please DM your record locator.
15,1,3111,116419,True,Tue Oct 31 22:33:13 +0000 2017,Yo @AmericanAir why are there fifteen empty business class seats and only one person that got upgraded? #Weak #NoTreat? #ThenTrickItIs
15,2,3110,AmericanAir,False,Tue Oct 31 22:51:00 +0000 2017,@116419 Please share your record locator via DMs and we can take look.
16,1,3114,116420,True,Tue Oct 31 22:14:21 +0000 2017,Still waiting on @AmericanAir to compensate for all the crap they put @58 and I through on our honeymoon...almost a year ago. 🤔
16,2,3112,AmericanAir,False,Tue Oct 31 22:44:42 +0000 2017,"@116420 Did you file a report with us? If you did, please send us a DM and include that in so we can take a look."
16,3,3113,116420,True,Tue Oct 31 22:47:44 +0000 2017,@AmericanAir Yes I did! I'm sending you a DM now.
17,1,3574,116565,True,Sun Nov 26 00:25:19 +0000 2017,Really @AmericanAir.. 7hour international flight and no seat back entertainment screens.. c’mon
17,2,3572,AmericanAir,False,Sun Nov 26 00:28:22 +0000 2017,"@116565 We hear you, Liam. We're working as fast as we can to update our fleet and will soon have super fast Wi-Fi to stream movies."
17,3,3573,116565,True,Sun Nov 26 00:31:02 +0000 2017,@AmericanAir I’d still rather have a screen though. Rather not cause neck problems looking down all flight at a tablet
17,4,3575,AmericanAir,False,Sun Nov 26 00:31:50 +0000 2017,@116565 We appreciate your feedback!
18,1,3577,116566,True,Sun Nov 26 00:24:14 +0000 2017,@AmericanAir Just have to say the Flight Attenants on Flight 1361 from BDL to ORD we’re awesome! Gate agents at BDL also! They need a shout out for awesome customer service! Treated this NonRev very well!!
18,2,3576,AmericanAir,False,Sun Nov 26 00:26:36 +0000 2017,@116566 Thanks for your kind words! We hope you have a fantastic evening.
19,1,3579,116567,True,Sun Nov 26 00:21:19 +0000 2017,"@AmericanAir En todos los años que tengo volando con #AA nunca había tenido una experiencia como la de ayer 24 vuelo 914 Caracas-Miami. La peor tripulación, desagradable, descortés y con poca vocación de servicio. #NOCALIDAD  #servicio"
19,2,3578,AmericanAir,False,Sun Nov 26 00:22:21 +0000 2017,"@116567 We're very sorry about that, Perla. We always want your experience to go smoothly."
20,1,3585,116568,True,Sun Nov 26 00:13:53 +0000 2017,@AmericanAir what’s going on with flight 301 DTW &gt; DFW? Delayed over 3 hours. Will it be canceled?
20,2,3584,AmericanAir,False,Sun Nov 26 00:15:52 +0000 2017,@116568 Looks like it has a maintenance delay and it's currently scheduled to take off at 10:10p.
20,3,3582,116568,True,Sun Nov 26 00:17:06 +0000 2017,@AmericanAir Yes I see that. Your app says the incoming flight arrives at 10:05 so how are we going to take off at 10:10? https://t.co/vZxyxOa1xo
20,4,3580,AmericanAir,False,Sun Nov 26 00:20:12 +0000 2017,"@116568 That's the most current info, but if there is any further update our gate team will provide it as it becomes available."
20,5,3581,116568,True,Sun Nov 26 00:24:49 +0000 2017,@AmericanAir Now 10:50 😩.
20,6,3583,116568,True,Sun Nov 26 00:26:39 +0000 2017,@AmericanAir Make that 11:15. How could it change 3 times in 10 minutes? #giveusthedeets
21,1,3594,116569,True,Sun Nov 26 00:02:06 +0000 2017,"@AmericanAir stuck on flight 609 in Charlotte over 55 minutes due to a computer card tech issue while pilot repeatedly advised it would only take a ""few minutes"" to fix. Why wasn't this issue reported by previous pilot that arrived minutes b4 we boarded in effort to save time?"
21,2,3593,AmericanAir,False,Sun Nov 26 00:06:06 +0000 2017,@116569 We're sorry for the delay. The previous pilot may not have been aware of the problem. We appreciate your patience.
21,3,3592,116569,True,Sun Nov 26 00:12:23 +0000 2017,@AmericanAir After 1 hour of being lied to by the pilot - we are now being totally inconvenienced by having to un-board this plane and board another plane - meanwhile i should be landing in Miami in 50 minutes. Completely irresponsible and utmost negligent on Pilots behalf
21,4,3589,116569,True,Sun Nov 26 00:14:18 +0000 2017,@AmericanAir I have flown @AmericanAir 15 times in the past 12 months and only departed on schedule 4 times.
21,5,3586,AmericanAir,False,Sun Nov 26 00:16:37 +0000 2017,@116569 Our crew is there to serve you and not deceive you in any way. We're also here to help so please share your flight details via DMs.
21,6,3587,116569,True,Sun Nov 26 00:28:09 +0000 2017,@AmericanAir 1st and foremost - your crew has been lying to us for over an hour. Then after being deceived by your crew for over an hour - we are being lied to again as they advised us the new plane we are transferring to is departing at 7:45pm - however they have not begun boarding yet.
21,7,3588,116569,True,Sun Nov 26 00:32:23 +0000 2017,"@AmericanAir Not only has my family, and several other families been inconvenienced by @AmericanAir  today - this is now 16 flights in one year with only 5 ""on time"" departures."
21,8,3590,AmericanAir,False,Sun Nov 26 00:32:59 +0000 2017,"@116569 Our offer still stands to assist, Andrew."
21,9,3591,116569,True,Sun Nov 26 00:39:16 +0000 2017,@AmericanAir But - that's really not the issue. The issue is @AmericanAir habitually inconveniences its customer base and displays a demeanor that its a  normal practice in the airlines industry with no above and beyond accommodations offered to its inconvenienced and unsatisfied customers !
22,1,3598,116570,True,Sun Nov 26 00:05:09 +0000 2017,"Give me and the 50,000 other people our bags @AmericanAir! #travelwoes #longestday"
22,2,3597,AmericanAir,False,Sun Nov 26 00:09:22 +0000 2017,"@116570 We're sorry for the extended travel time today, Ally. Our team is working hard to reunite you with your bags."
22,3,3596,116570,True,Sun Nov 26 00:14:02 +0000 2017,@AmericanAir I was forced to check my small suitcase. Never happened before.  There was plenty of storage space too. Fml
22,4,3595,AmericanAir,False,Sun Nov 26 00:15:44 +0000 2017,"@116570 Please DM your record locator, we'd like to forward this feedback."
23,1,3603,116571,True,Sat Nov 25 23:58:03 +0000 2017,"@AmericanAir I just got off one of your flights AA1792 from Portland. The gentlemen in front of my 3 year old son, decided to rip at his feet for pressing them against his seat. When I confronted the coward verbally your stewardesses did absolutely nothing..."
23,2,3604,AmericanAir,False,Sun Nov 26 00:03:53 +0000 2017,@116571 We expect all of our flyers to be courteous to each other and sadly this gentleman wasn't today.
23,3,3601,116571,True,Sun Nov 26 00:08:00 +0000 2017,@AmericanAir Shame on you and your company
23,4,3599,AmericanAir,False,Sun Nov 26 00:12:47 +0000 2017,@116571 We're going to forward this to our flight service leadership team for appropriate review.
23,5,3600,116571,True,Tue Nov 28 14:50:17 +0000 2017,@AmericanAir So I assume nothing is coming from tho incident. It has been several days since we made a complaint at the desk in person after the flight and this tweet. Pretty much you blew off any concernnto a act of battery on the plane against a child. This is ridiculous!!!
23,6,3602,AmericanAir,False,Tue Nov 28 22:32:25 +0000 2017,@116571 Please give us a quick follow so we can send you a direct message.
24,1,3607,116572,True,Sun Nov 26 00:10:37 +0000 2017,The audacity of @AmericanAir 1416 landing early tonight. I might have to negotiate a shared ride cause there’s no taxis. #Talesfromthetaxi
24,2,3606,AmericanAir,False,Sun Nov 26 00:12:39 +0000 2017,"@116572 We see you're arriving just a few minutes early, we're always working to get you to your destination as soon as possible."
25,1,3609,116573,True,Sun Nov 26 00:05:51 +0000 2017,@AmericanAir I had to end my trip way sooner than expected. :( Bought a new flight because it was way cheaper than changing my return. What do I need to do to cancel my return so someone can have that seat?
25,2,3608,AmericanAir,False,Sun Nov 26 00:11:40 +0000 2017,"@116573 Hi, Matt, we've your info but we'd like to verify which trip you'd like to cancel. Please DM your record locator with the unwanted return."
26,1,3611,116574,True,Sun Nov 26 00:10:06 +0000 2017,Thank you @AmericanAir for being responsive and helpful and more than making up for a bad flight!  #stayingloyal @Delta
26,2,3610,AmericanAir,False,Sun Nov 26 00:11:32 +0000 2017,@116574 Thanks for your loyalty! It means the world to us.
27,1,3613,116575,True,Sun Nov 26 00:01:38 +0000 2017,"@AmericanAir if I have the platinum select aadvantage card and I purchased an int’l ticket through your site but it ended up being on British Air, will I still retain the same benefits of my aadvantage card on this flight (I.e, early boarding)?"
27,2,3612,AmericanAir,False,Sun Nov 26 00:10:23 +0000 2017,"@116575 You wouldn't get those perks on BA, Martin."
28,1,3616,116576,True,Sun Nov 26 00:06:53 +0000 2017,"@AmericanAir Let’s see if your social media team will respond here, as they obviously overlook negative feedback on Facebook. #AmericanAirlines #NoResponse https://t.co/dzWB2HPGDQ"
28,2,3614,AmericanAir,False,Sun Nov 26 00:09:30 +0000 2017,"@116576 Our sincere apologies for any last minute gate changes, we know that's not fun. Please let us know if we can help here."
28,3,3615,116576,True,Sun Nov 26 00:14:02 +0000 2017,"@AmericanAir My post has nothing to do with a gate change, merely a lack of oversight and organisation on the part of @AmericanAir and it’s employees. Perhaps you should read and comprehend your customer’s posts before responding."
29,1,3618,116577,True,Sun Nov 26 00:07:13 +0000 2017,@AmericanAir Exactly as seen on our flight.  #GetSomeRealPoliciesAndEnforceThem https://t.co/A7nkJqqQ7S
29,2,3617,AmericanAir,False,Sun Nov 26 00:08:01 +0000 2017,"@116577 We apologize for the inconvenience. Travelers submit their paperwork to us, but aren't required to show it to everyone on board."
30,1,3620,116578,True,Sat Nov 25 23:58:11 +0000 2017,@AmericanAir thanks for awesome flight home #Dreamliner https://t.co/ArQkp3oZh2
30,2,3619,AmericanAir,False,Sun Nov 26 00:01:18 +0000 2017,@116578 She sure is a gorgeous bird!
31,1,3623,116579,True,Sat Nov 25 23:57:21 +0000 2017,"#aws #reInvent stating off right, standby early on @AmericanAir and a Super80! Missed you buddy #AllTheFeelz https://t.co/beW63HtC9e"
31,2,3621,AmericanAir,False,Sun Nov 26 00:00:19 +0000 2017,@116579 Thanks for joining us on board!
31,3,3622,116579,True,Sun Nov 26 00:49:46 +0000 2017,@AmericanAir Omg seriously.. ALL https://t.co/Vt5TLQBP6m
31,4,3624,116579,True,Sun Nov 26 00:51:55 +0000 2017,@AmericanAir THE.. https://t.co/tD1TCzPWtZ
31,5,3625,116579,True,Sun Nov 26 00:53:18 +0000 2017,@AmericanAir FEELS https://t.co/C11gLTRJ4f
31,6,3626,AmericanAir,False,Sun Nov 26 01:01:44 +0000 2017,@116579 #ALLLLLTheFeelz
31,7,3627,116579,True,Sun Nov 26 01:04:08 +0000 2017,@AmericanAir See what they did there @59428? Awww
32,1,3630,116580,True,Sat Nov 25 23:54:28 +0000 2017,Hey @AmericanAir! Rocky here on flight AA2254. We were supposed to depart at 6:07PM but it is now 6:54PM and the crew just informed us that our captain is missing. Oh and not to mention we also had a maintenance issue. Hope to make it to NYC safe and sound. #disappointed
32,2,3629,AmericanAir,False,Sun Nov 26 00:00:06 +0000 2017,"@116580 We're sorry for the extra travel time today, Rocky. Please DM us your record locator and well take a look."
33,1,3638,116577,True,Sat Nov 25 23:50:57 +0000 2017,@AmericanAir I love dogs but they don’t belong in #airplane #cabins.  It was bad enough when anyone could say they had a #therapypet.  I can’t keep my small bag in the #bulkhead row but the woman next to me can have her 40lb dog?
33,2,3637,AmericanAir,False,Sat Nov 25 23:53:25 +0000 2017,"@116577 We're sorry for the inconvenience, Nick. Did you ask a crew member if you could move to another seat?"
33,3,3635,116577,True,Sat Nov 25 23:57:21 +0000 2017,"@AmericanAir You’re missing my point.  Numerous people tripped over the dog, not to mention anyone who might have been allergic.  When did you change your policy to allow any size dog into cabins for any/no reason?"
33,4,3632,AmericanAir,False,Sat Nov 25 23:59:52 +0000 2017,@116577 Any dogs you see outside of a kennel are either service or emotional support animals.
33,5,3634,116577,True,Sun Nov 26 00:02:14 +0000 2017,"@AmericanAir No markings.  No paperwork.  In the bulkhead.  No policies, @AmericanAir?"
33,6,3633,116577,True,Sun Nov 26 00:03:49 +0000 2017,@AmericanAir My wide was told to move her small handbag from the floor of the bulkhead row while this 40lb dog sprawled in the aisle.
33,7,3636,116577,True,Sun Nov 26 00:05:51 +0000 2017,"@AmericanAir Wife, not wide."
34,1,4065,116682,True,Tue Oct 31 22:49:57 +0000 2017,When I email @AmericanAir I get the best customer service. Why the people on the phone aren't enabled to do the same just baffles me.
34,2,4063,AmericanAir,False,Tue Oct 31 23:12:26 +0000 2017,"@116682 Our service should be consistent all across the board, Stuart. So sorry if you experienced otherwise."
34,3,4064,116682,True,Wed Nov 01 02:04:21 +0000 2017,@AmericanAir It’s fine. The people on line handled fantastic. I would just hope that all are empowered to make decisions to help the customer.
34,4,4066,AmericanAir,False,Wed Nov 01 02:08:37 +0000 2017,"@116682 We're glad that our team was able to help, but we appreciate this feedback."
35,1,4068,116683,True,Tue Oct 31 22:58:53 +0000 2017,Anyone who needs to book a flight for our wedding: DO IT NOW! Round trip only $85 with @AmericanAir 💍✈️
35,2,4067,AmericanAir,False,Tue Oct 31 23:06:13 +0000 2017,@116683 Congrats on getting married! We're looking forward to having lots of excited wedding guests. That's a fantastic deal!
36,1,4071,116684,True,Tue Oct 31 22:54:23 +0000 2017,Today is the day that @AmericanAir lost my business for the rest of my life as well as everyone in my family.
36,2,4069,AmericanAir,False,Tue Oct 31 23:00:29 +0000 2017,"@116684 Whoa, what's going on that you're feeling this way towards us?"
36,3,4070,116684,True,Tue Oct 31 23:02:46 +0000 2017,@AmericanAir Charging me $50 dollars to bring in a gift bag today was uncalled for. I can fly with anyone. I’m done just throwing money away.
36,4,4072,AmericanAir,False,Tue Oct 31 23:10:43 +0000 2017,@116684 It sounds like you had a Basic Economy ticket. You're only able to have one personal item underneath the seat when you have this ticket type
36,5,4074,116684,True,Tue Oct 31 23:14:13 +0000 2017,@AmericanAir That’s ok I will fly with @48751 from now on at least I know I will be on time and they will let me bring what I want! Bye AA
36,6,4073,116684,True,Tue Oct 31 23:45:59 +0000 2017,@AmericanAir Here is a customer service tip! This $50 just cost you thousand of dollars moving forward. I hope your CEO learns from this!
37,1,5335,116938,True,Tue Oct 31 23:06:51 +0000 2017,"@AmericanAir just sent me an email giving me 20k miles for a flight delay I complained about on Twitter. Nice job, my friends."
37,2,5334,AmericanAir,False,Tue Oct 31 23:27:56 +0000 2017,@116938 We're glad that our team was able to help. Have a fantastic evening!
38,1,6556,117155,True,Mon Oct 09 00:09:32 +0000 2017,LAS - PHL 734 1135am @AmericanAir not 1 smile between the whole crew &amp; your terminal for PHL-DUB flight is awful!
38,2,6555,AmericanAir,False,Mon Oct 09 00:35:30 +0000 2017,@117155 We have some of the best crew in the business and want you to know that we're glad to have you fly with us today. #smilesfromustoyou!
39,1,6604,117161,True,Sun Oct 08 23:04:34 +0000 2017,"I am an @AmericanAir frequent flyer and I can attest that they suck
The Best Frequent Flyer Programs to Strive For https://t.co/5hMhrGuYvJ"
39,2,6602,AmericanAir,False,Sun Oct 08 23:59:16 +0000 2017,"@117161 We never want you to feel this way, and appreciate the feedback you provide!"
39,3,6603,117161,True,Mon Oct 09 00:02:01 +0000 2017,@AmericanAir Here is some feedback. Stop diluting the weight of your frequent flyer program. I never get upgrades anymore and I fly every week!
39,4,6600,117161,True,Mon Oct 09 00:03:07 +0000 2017,@AmericanAir #greed comes to mind every time I fly with you. I am considering switching to @Delta even if it means longer flights as they rock!
39,5,6598,AmericanAir,False,Mon Oct 09 00:34:31 +0000 2017,"@117161 We try to upgrade as much as possible and will continue to do that. Our apologies that you haven't got upgraded as much as you'd like, Wael."
39,6,6599,117161,True,Mon Oct 09 00:39:39 +0000 2017,@AmericanAir Typical empty answers. I wasn't expecting a resolution but you may want to be careful as you will allienate your customers along the way.
39,7,6601,AmericanAir,False,Mon Oct 09 00:54:56 +0000 2017,"@117161 We're truly sorry this has been your experience with us, as we always try to truly hear our customer feedback. We hope you remain loyal."
40,1,6628,117169,True,Sun Oct 08 18:42:56 +0000 2017,"Interacted with one of the rudest flight attendants on @AmericanAir flight 1305 from ORD to SLC. Be patient, she's only 4. #flydeltainstead"
40,2,6625,AmericanAir,False,Sun Oct 08 19:24:12 +0000 2017,"@117169 Oh my, we'd like to have more details about what happened. We always expect our team to treat our customers courteously and friendly."
40,3,6626,117169,True,Mon Oct 09 00:14:42 +0000 2017,"@AmericanAir When my daughter couldn't make up her mind on what to drink, the flight attendant rolled her eyes at her and proceeded to say something..."
40,4,6627,117169,True,Mon Oct 09 00:15:50 +0000 2017,"@AmericanAir snarky and rude under her breath as she proceeded to walk past us. Then she said something rude about it to my wife, not knowing that she..."
40,5,6624,117169,True,Mon Oct 09 00:19:04 +0000 2017,"@AmericanAir Was my wife/mom. We couldn't believe it! Then she proceeded to try to tell us how to parent our children. Our children, 6 and 4 were perfect"
40,6,6623,AmericanAir,False,Mon Oct 09 00:42:44 +0000 2017,@117169 Our sincere apologies for any rudeness. We welcome all families to fly with us and want this to be an exciting experience for your kids.
41,1,6912,117181,True,Mon Oct 09 00:10:38 +0000 2017,@AmericanAir I bought a carry on luggage that 24×14×9+2.5 EXP. What does the 2.5 EXP STAND FOR on my luggage? Will check in charge me 25?
41,2,6910,AmericanAir,False,Mon Oct 09 00:44:15 +0000 2017,@117181 Your carry-on bag is oversized by the dimensions you gave us. There will be a charge since you'll have to check it. https://t.co/AqqDo7qAE3.
41,3,6911,117181,True,Mon Oct 09 00:58:58 +0000 2017,@AmericanAir Will it be complimentary or charged the 25$ or however much it Is?
41,4,6913,AmericanAir,False,Mon Oct 09 01:03:18 +0000 2017,@117181 You'll get charged just like a normal checked bag and the charge amount depends on your ticket. Please DM your record locator so we can see.
42,1,6930,117187,True,Mon Oct 09 00:33:29 +0000 2017,Kudos to the @AmericanAir pilot that had the smoothest landing I’ve experienced
42,2,6929,AmericanAir,False,Mon Oct 09 00:50:31 +0000 2017,@117187 That’s #fAAntastic to hear how smooth our pilot’s landing was. Please DM your record locator and we’ll properly recognize our crew. #AATeam
43,1,7184,117240,True,Tue Oct 31 23:13:47 +0000 2017,@AmericanAir might be a good idea 2 have working intercoms on flights.Flight attendant literally sounds like adults talking on Charlie Brown
43,2,7182,AmericanAir,False,Tue Oct 31 23:30:02 +0000 2017,@117240 We want to make sure communication is crystal clear. Please DM your record locator so we can share your feedback.
43,3,7183,117240,True,Tue Oct 31 23:53:38 +0000 2017,@AmericanAir Just sent it.
44,1,2626753,AmericanAir,False,Tue Oct 31 00:15:59 +0000 2017,@741766 We're doing our best to be transparent and sharing the latest updates. The new estimated departure is at 8:45p.
44,2,2626754,395822,True,Fri Nov 03 02:02:13 +0000 2017,"@AmericanAir @741766 You guys suck @AmericanAir thanks for stealing my $200 asholes . You guys aren’t transparent. 
In fact AA is very dishonest"
